COD_MUN,Ano,Valor,Indicador,GeoType
355400,2016,"11,71",Mortalidade,Municipio
355410,2016,"10,89",Mortalidade,Municipio
355430,2016,"12,05",Mortalidade,Municipio
355450,2016,"17,39",Mortalidade,Municipio
355470,2016,"11,76",Mortalidade,Municipio
355480,2016,"10,31",Mortalidade,Municipio
355495,2016,"33,33",Mortalidade,Municipio
355500,2016,"17,52",Mortalidade,Municipio
355510,2016,"18,18",Mortalidade,Municipio
355540,2016,"11,36",Mortalidade,Municipio
355550,2016,"24,69",Mortalidade,Municipio
355560,2016,"21,05",Mortalidade,Municipio
355600,2016,"8,33",Mortalidade,Municipio
355610,2016,"6,33",Mortalidade,Municipio
355620,2016,"11,65",Mortalidade,Municipio
355630,2016,"11,98",Mortalidade,Municipio
355635,2016,"7,3",Mortalidade,Municipio
355640,2016,"5,64",Mortalidade,Municipio
355645,2016,"10,6",Mortalidade,Municipio
355650,2016,"13,45",Mortalidade,Municipio
355660,2016,"29,85",Mortalidade,Municipio
355670,2016,"7,58",Mortalidade,Municipio
355680,2016,"4,37",Mortalidade,Municipio
355690,2016,"12,2",Mortalidade,Municipio
355700,2016,"9,62",Mortalidade,Municipio
355710,2016,"7,8",Mortalidade,Municipio
